project_id,project_name,start_date,end_date,project_manager,team_members,status,budget,expenditure,client
P0455,Cloud Migration,2022-10-01 20:26:27,,Charlie,"Frank, David, Eve",Completed,733754,694640,Client C
P0456,App Development,2022-12-18 20:26:27,2022-07-02 20:26:27,Alice,"Frank, Alice, Eve",Cancelled,501156,816479,Client C
P0457,AI Software,2023-01-16 20:26:27,2022-08-22 20:26:27,Alice,"David, Alice, Charlie",pennding,491772,765309,Client E
P0458,AI Software,2024-07-06 20:26:27,2022-07-22 20:26:27,Charlie,"Eve, Charlie",Cancelled,,819067,Client A
P0459,AI Software,2022-08-22 20:26:27,2023-12-30 20:26:27,Charlie,"Alice, Frank, David",Cancelled,886758,138989,Client A
P0460,IoT Automation,2023-03-05 20:26:27,2024-03-25 20:26:27,Charlie,David,Cancelled,,861129,Client E
P0461,Blockchain Integration,2022-09-29 20:26:27,,David,,pennding,769467,266300,Client E
P0462,App Development,2022-09-07 20:26:27,2022-09-13 20:26:27,Alice,"Frank, Charlie",Completed,571796,357725,Client B
P0463,AI Software,2023-11-15 20:26:27,2024-07-31 20:26:27,David,"Frank, Charlie, Bob",Cancelled,928924,761477,Client A
P0464,Data Warehouse,2024-06-06 20:26:27,,Eve,"Charlie, Alice",pennding,246638,563052,Client D
P0465,App Development,2024-09-05 20:26:27,,Alice,"Frank, Eve, Bob",Active,416640,250936,Client D
P0466,App Development,2023-10-26 20:26:27,2023-09-30 20:26:27,Charlie,,Completed,249228,632052,Client E
P0467,Blockchain Integration,2023-04-10 20:26:27,,David,"David, Alice, Charlie",Active,,768361,Client A
P0468,Cloud Migration,2023-11-09 20:26:27,2022-09-23 20:26:27,Bob,"Bob, Eve",Completed,560352,,Client C
P0469,Blockchain Integration,2022-07-10 20:26:27,2024-01-09 20:26:27,Alice,"Eve, Frank, Bob",Completed,518632,420808,Client C
P0470,AI Software,2023-01-01 20:26:27,2022-07-01 20:26:27,Frank,,Active,587802,,Client B
P0471,Data Warehouse,2024-04-24 20:26:27,,Charlie,Bob,Cancelled,314635,890115,Client E
P0472,Data Warehouse,2022-06-23 20:26:27,,Charlie,"Bob, Eve, Charlie",Pending,535997,686213,Client D
P0473,AI Software,2022-08-15 20:26:27,2022-07-27 20:26:27,Eve,"Alice, Eve, Charlie",Pending,357284,308933,Client D
P0474,Data Warehouse,2022-11-19 20:26:27,2023-03-13 20:26:27,David,"Alice, David",Cancelled,771112,317313,Client E
P0475,,2023-07-03 20:26:27,,Eve,"Alice, Charlie, David",Completed,409768,716204,Client B
P0476,IoT Automation,2022-11-08 20:26:27,2023-12-20 20:26:27,Bob,"Charlie, Alice",Completed,467583,455393,Client B
P0477,Blockchain Integration,2023-06-18 20:26:27,,Frank,"David, Charlie",Active,505334,881338,Client C
P0478,IoT Automation,2023-01-13 20:26:27,2022-03-04 20:26:27,Bob,Frank,Pending,-100000,390786,Client A
P0479,AI Software,2024-04-17 20:26:27,2023-06-13 20:26:27,Eve,"David, Eve",Cancelled,,577477,Client C
P0480,Data Warehouse,2022-07-13 20:26:27,,,David,Pending,960979,329723,Client E
P0481,App Development,2024-06-04 20:26:27,2022-08-03 20:26:27,Alice,,Active,600284,,Client E
P0482,Cloud Migration,2024-08-17 20:26:27,2024-10-19 20:26:27,Eve,"Bob, David, Alice",Cancelled,,,Client A
P0483,App Development,2022-10-18 20:26:27,2022-06-28 20:26:27,,Bob,pennding,988326,62389,Client D
P0484,IoT Automation,2022-08-18 20:26:27,2022-10-15 20:26:27,Frank,Frank,Active,469604,,Client A
P0485,Blockchain Integration,2022-02-27 20:26:27,,Eve,David,Cancelled,425416,784008,Client C
P0486,Blockchain Integration,2023-07-10 20:26:27,2022-08-19 20:26:27,Alice,Eve,Cancelled,274006,826267,Client B
P0487,,2024-09-13 20:26:27,2024-07-18 20:26:27,David,"Charlie, Bob",Cancelled,,122481,Client B
P0488,Blockchain Integration,2023-12-25 20:26:27,,Frank,,Active,880494,465591,Client D
P0489,Cloud Migration,2024-03-28 20:26:27,2024-04-06 20:26:27,Frank,"Eve, Bob",Pending,382705,579694,Client A
P0490,AI Software,2024-09-06 20:26:27,,Eve,,Pending,,120213,Client A
P0491,Blockchain Integration,2022-08-02 20:26:27,2023-11-04 20:26:27,Frank,"Alice, Frank, Eve",Pending,761310,412115,Client A
P0492,,2024-03-30 20:26:27,2022-04-04 20:26:27,Charlie,,Active,125312,342399,Client E
P0493,Data Warehouse,2022-04-27 20:26:27,2023-04-03 20:26:27,David,David,Cancelled,450267,752573,Client B
P0494,Cloud Migration,2024-09-08 20:26:27,2022-04-25 20:26:27,Eve,,Pending,582650,324362,Client E
P0495,IoT Automation,2023-12-02 20:26:27,2024-10-28 20:26:27,Charlie,"Alice, Frank",Completed,442406,106085,Client A
P0496,IoT Automation,2022-03-10 20:26:27,2024-05-01 20:26:27,Charlie,,Active,153389,270479,Client A
P0497,Blockchain Integration,2023-12-08 20:26:27,2023-08-23 20:26:27,Eve,"David, Bob, Alice",Cancelled,714068,,Client B
P0498,Data Warehouse,2023-05-12 20:26:27,2024-08-17 20:26:27,Eve,"David, Eve",Cancelled,559693,548190,Client E
P0499,Blockchain Integration,2023-09-09 20:26:27,2022-07-24 20:26:27,Eve,"Frank, Alice",Active,554461,278005,Client B
P0500,IoT Automation,2022-07-09 20:26:27,2024-07-17 20:26:27,Charlie,"Eve, Bob",Pending,137912,872375,Client E
P0501,AI Software,2023-04-13 20:26:27,,Bob,Eve,pennding,674608,66325,Client D
P0502,Cloud Migration,2023-06-24 20:26:27,2024-05-31 20:26:27,Eve,"Bob, Eve, Frank",Active,693861,732529,Client C
P0503,AI Software,2024-02-04 20:26:27,2023-09-03 20:26:27,Eve,"Charlie, David",Completed,260778,889335,Client B
P0504,Cloud Migration,2024-09-13 20:26:27,2023-10-12 20:26:27,David,"David, Bob, Eve",Completed,496283,,Client C
P0505,Blockchain Integration,2022-09-10 20:26:27,2023-10-25 20:26:27,Eve,Alice,Completed,848967,674695,Client C
P0506,Blockchain Integration,2022-12-28 20:26:27,2024-05-27 20:26:27,Frank,"David, Eve, Charlie",Active,857641,612698,Client A
P0507,Cloud Migration,2024-04-08 20:26:27,2022-05-04 20:26:27,Frank,"Bob, Frank, David",Completed,250944,576740,Client B
P0508,Data Warehouse,2024-01-02 20:26:27,,David,"Charlie, Frank",Completed,305871,317865,Client D
P0509,Data Warehouse,2023-10-21 20:26:27,2022-05-30 20:26:27,David,"Eve, Bob, Alice",Completed,,821061,Client A
P0510,Blockchain Integration,2022-05-22 20:26:27,,Bob,"Alice, David, Charlie",Cancelled,513557,702317,Client E
P0511,Blockchain Integration,2022-08-13 20:26:27,2023-02-27 20:26:27,Eve,Frank,pennding,146151,496258,Client A
P0512,AI Software,2024-09-02 20:26:27,2024-01-22 20:26:27,Bob,Charlie,Active,239399,603327,Client E
P0513,,2022-05-18 20:26:27,2022-05-31 20:26:27,Frank,"Frank, David",pennding,696948,212533,Client C
P0514,Blockchain Integration,2022-12-19 20:26:27,2024-09-18 20:26:27,Charlie,"Eve, Frank",Pending,938306,851462,Client E
P0515,Cloud Migration,2023-11-16 20:26:27,,Bob,"Charlie, David, Frank",Pending,259012,113880,Client A
P0516,Data Warehouse,2024-01-15 20:26:27,2023-09-17 20:26:27,Alice,"Alice, David",Cancelled,695787,379779,Client E
P0517,Data Warehouse,2024-06-15 20:26:27,,Alice,Frank,Completed,320846,787230,Client A
P0518,AI Software,2022-07-25 20:26:27,2023-05-31 20:26:27,Alice,David,pennding,,552625,Client A
P0519,Data Warehouse,2023-10-10 20:26:27,2022-08-21 20:26:27,David,David,Completed,,521244,Client C
P0520,Data Warehouse,2023-07-31 20:26:27,2024-10-31 20:26:27,Frank,,Completed,378404,316121,Client C
P0521,IoT Automation,2022-04-24 20:26:27,2022-09-11 20:26:27,Alice,Alice,Completed,925242,88198,Client A
P0522,App Development,2023-09-07 20:26:27,2023-07-17 20:26:27,Frank,Charlie,Completed,,814306,Client B
P0523,Cloud Migration,2022-09-20 20:26:27,2023-07-12 20:26:27,Bob,,pennding,273648,616699,Client C
P0524,IoT Automation,2023-07-28 20:26:27,2023-04-20 20:26:27,Eve,"David, Bob",Active,617453,449862,Client B
P0525,App Development,2022-04-18 20:26:27,,David,,Completed,801934,233531,Client D
P0526,Data Warehouse,2023-09-21 20:26:27,2024-10-24 20:26:27,David,"Bob, Frank",Active,459385,263631,Client B
P0527,AI Software,2023-11-08 20:26:27,,Alice,"Bob, Charlie, Frank",Cancelled,490192,730208,Client D
P0528,AI Software,2024-04-12 20:26:27,,Charlie,,Completed,370620,521366,Client A
P0529,,2023-05-31 20:26:27,2024-02-06 20:26:27,Charlie,Alice,Pending,674541,296903,Client C
P0530,Blockchain Integration,2022-11-12 20:26:27,,Eve,David,Cancelled,953939,880837,Client E
P0531,App Development,2023-05-30 20:26:27,2023-05-27 20:26:27,,Charlie,Pending,762201,168205,Client D
P0532,Data Warehouse,2023-10-10 20:26:27,2023-04-01 20:26:27,Bob,"David, Bob",pennding,652294,741568,Client B
P0533,AI Software,2022-03-19 20:26:27,2022-02-26 20:26:27,Alice,"Frank, Bob",pennding,815084,81544,Client D
P0534,AI Software,2022-07-27 20:26:27,,Frank,"David, Alice, Eve",pennding,718428,214748,Client D
P0535,App Development,2023-05-08 20:26:27,2024-03-18 20:26:27,Bob,,pennding,392515,644103,Client B
P0536,Cloud Migration,2024-01-21 20:26:27,2022-08-07 20:26:27,Frank,"Frank, Charlie",Pending,916102,230777,Client D
P0537,Data Warehouse,2022-07-23 20:26:27,2022-10-27 20:26:27,Charlie,"Frank, Bob",Active,337186,589685,Client A
P0538,IoT Automation,2024-07-28 20:26:27,,Charlie,"Eve, Bob, Charlie",Cancelled,554949,796261,Client B
P0539,Data Warehouse,2022-10-07 20:26:27,2024-04-09 20:26:27,Alice,"Bob, Alice",Active,-100000,272393,Client C
P0540,Cloud Migration,2023-08-13 20:26:27,2022-08-26 20:26:27,Charlie,"Bob, Eve",Completed,415169,177010,Client E
P0541,App Development,2024-08-01 20:26:27,2022-04-07 20:26:27,Charlie,,Cancelled,859459,,Client E
P0542,App Development,2023-08-07 20:26:27,2022-07-08 20:26:27,Eve,"Eve, Alice, Bob",Active,153777,244106,Client D
P0543,AI Software,2023-02-12 20:26:27,,Eve,"Eve, Charlie, David",Cancelled,414931,52215,Client E
P0544,Cloud Migration,2022-07-01 20:26:27,2023-12-30 20:26:27,Charlie,Charlie,Completed,370157,,Client B
P0545,APP DEVELOPMENT,2024-04-19 20:26:27,2022-12-06 20:26:27,Alice,"Frank, David, Eve",Completed,255159,454687,Client B
P0546,Blockchain Integration,2023-04-11 20:26:27,2023-03-25 20:26:27,Alice,"David, Eve, Alice",Active,985510,447832,Client C
P0547,Data Warehouse,2023-12-25 20:26:27,,,David,Active,360820,81248,Client B
P0548,AI Software,2023-11-27 20:26:27,2022-03-25 20:26:27,Charlie,"Bob, Charlie",Pending,260702,712048,Client E
P0549,IoT Automation,2024-07-07 20:26:27,2024-06-27 20:26:27,Charlie,"Eve, Bob",Completed,831257,635219,Client A
P0550,Cloud Migration,2024-07-31 20:26:27,2024-05-11 20:26:27,David,"Charlie, Eve",Active,480625,759608,Client A
P0551,AI Software,2023-11-20 20:26:27,2022-08-13 20:26:27,Frank,,Cancelled,519273,454995,Client C
P0552,App Development,2022-12-14 20:26:27,2023-07-04 20:26:27,Eve,"David, Eve",Active,447302,624348,Client E
P0553,App Development,2023-12-23 20:26:27,2024-05-24 20:26:27,Eve,"Alice, David, Charlie",Active,354273,,Client C
P0554,IoT Automation,2023-12-12 20:26:27,2024-08-19 20:26:27,Alice,"David, Frank",Cancelled,604547,,Client D
P0555,,2023-07-22 20:26:27,,Bob,"Charlie, Frank",Cancelled,795082,147455,Client A
P0556,IoT Automation,2023-02-11 20:26:27,2024-10-30 20:26:27,Bob,David,Cancelled,,809699,Client C
P0557,IoT Automation,2022-10-17 20:26:27,2024-11-19 20:26:27,,"Alice, Charlie, Frank",Cancelled,159667,629896,Client C
P0558,IOT AUTOMATION,2023-08-11 20:26:27,2023-03-02 20:26:27,Charlie,,Completed,954653,384836,Client D
P0559,Blockchain Integration,2024-05-03 20:26:27,2024-07-09 20:26:27,Frank,Alice,Active,534344,722297,Client B
P0560,Data Warehouse,2022-11-14 20:26:27,2024-05-22 20:26:27,David,,Pending,132081,668274,Client A
P0561,Cloud Migration,2023-07-24 20:26:27,2022-07-09 20:26:27,David,Frank,Cancelled,488371,,Client C
P0562,AI Software,2023-10-27 20:26:27,2024-09-20 20:26:27,Alice,"Frank, Charlie",Cancelled,347130,339788,Client D
P0563,IoT Automation,2023-07-21 20:26:27,,Frank,"Bob, Eve, Charlie",Pending,615753,,Client D
P0564,Data Warehouse,2024-09-07 20:26:27,2022-04-25 20:26:27,Bob,,Completed,515597,627064,Client B
P0565,App Development,2022-10-07 20:26:27,,David,"David, Frank",Pending,525006,254459,Client E
P0566,Data Warehouse,2022-05-14 20:26:27,,Bob,"Alice, David, Bob",Pending,346532,478519,Client D
P0567,IoT Automation,2022-04-01 20:26:27,2023-11-12 20:26:27,Frank,,pennding,740231,667298,Client E
P0568,AI Software,2023-10-25 20:26:27,2023-11-03 20:26:27,David,David,Cancelled,452438,759132,Client B
P0569,IoT Automation,2023-01-30 20:26:27,2023-01-11 20:26:27,Eve,"Eve, David, Frank",Cancelled,-100000,86563,Client C
P0570,Data Warehouse,2023-08-02 20:26:27,2024-08-08 20:26:27,Charlie,Charlie,Completed,994643,,Client C
P0571,App Development,2024-01-13 20:26:27,2023-12-25 20:26:27,David,"Frank, David",Completed,,67722,Client A
P0572,Data Warehouse,2023-01-05 20:26:27,,David,"Eve, Alice",Completed,,838106,Client A
P0573,IoT Automation,2022-08-02 20:26:27,,Frank,"Bob, Charlie, Alice",pennding,108902,241238,Client D
P0574,Cloud Migration,2022-02-23 20:26:27,2022-09-01 20:26:27,Alice,"Charlie, Frank, Bob",Completed,549359,,Client C
P0575,Data Warehouse,2024-08-23 20:26:27,2023-07-10 20:26:27,Eve,"David, Eve, Charlie",Completed,196799,342497,Client B
P0576,Cloud Migration,2024-08-05 20:26:27,2024-05-25 20:26:27,Charlie,Eve,Active,932138,828247,Client D
P0577,IoT Automation,2022-12-03 20:26:27,2023-04-24 20:26:27,Eve,Bob,Active,779445,508788,Client E
P0578,Data Warehouse,2023-01-07 20:26:27,2022-04-13 20:26:27,Frank,"Eve, Frank",Cancelled,153852,397505,Client A
P0579,App Development,2023-09-01 20:26:27,2023-11-20 20:26:27,Frank,"David, Frank, Bob",Pending,,,Client B
P0580,Blockchain Integration,2023-10-14 20:26:27,2023-03-27 20:26:27,Charlie,Eve,Active,239967,,Client E
P0581,Blockchain Integration,2023-05-14 20:26:27,2023-10-29 20:26:27,Eve,"Alice, Charlie",Completed,984557,750912,Client B
P0582,Cloud Migration,2022-07-23 20:26:27,2022-12-15 20:26:27,Eve,"Frank, Charlie",Completed,818968,331723,Client D
P0583,IoT Automation,2022-09-14 20:26:27,2024-05-22 20:26:27,Alice,,Pending,833986,,Client D
P0584,Cloud Migration,2022-11-25 20:26:27,2022-03-24 20:26:27,,"Bob, Alice, David",Completed,699782,,Client B
P0585,IoT Automation,2024-05-10 20:26:27,2023-04-13 20:26:27,Eve,,Pending,,438988,Client D
P0586,IoT Automation,2024-09-19 20:26:27,2022-09-22 20:26:27,Frank,"Charlie, Bob",Pending,424814,140745,Client A
P0587,Blockchain Integration,2024-05-27 20:26:27,2024-10-17 20:26:27,Charlie,"Eve, Alice, David",Cancelled,140833,788281,Client B
P0588,App Development,2022-06-04 20:26:27,,Charlie,,pennding,-100000,285715,Client E
P0589,App Development,2023-02-06 20:26:27,2022-08-14 20:26:27,Alice,Charlie,Completed,744206,51662,Client E
P0590,Data Warehouse,2022-11-26 20:26:27,2024-04-07 20:26:27,Bob,"David, Bob",Pending,,617965,Client D
P0591,Cloud Migration,2022-08-12 20:26:27,2024-08-05 20:26:27,,Eve,Cancelled,927895,468196,Client D
P0592,App Development,2023-07-30 20:26:27,2024-06-28 20:26:27,Alice,"Alice, David, Bob",Pending,509850,670213,Client D
P0593,AI Software,2024-09-15 20:26:27,2024-09-01 20:26:27,Charlie,Charlie,pennding,614179,698663,Client A
P0594,Data Warehouse,2024-06-13 20:26:27,2023-12-28 20:26:27,David,,Active,722193,598187,Client C
P0595,Data Warehouse,2024-08-13 20:26:27,,Frank,"Eve, Bob",Cancelled,977500,435125,Client B
P0596,Blockchain Integration,2024-02-22 20:26:27,2024-08-21 20:26:27,Eve,"David, Charlie, Bob",Active,-100000,847136,Client C
P0597,Cloud Migration,2022-08-15 20:26:27,2023-01-03 20:26:27,Bob,,Completed,245349,490077,Client B
P0598,App Development,2022-12-30 20:26:27,2022-05-27 20:26:27,Eve,David,Completed,,358492,Client E
P0599,App Development,2023-10-11 20:26:27,2024-11-08 20:26:27,Eve,Eve,pennding,372611,446278,Client A
P0600,IoT Automation,2023-10-16 20:26:27,2024-03-09 20:26:27,David,"David, Frank, Eve",Completed,913773,645033,Client D
P0601,Data Warehouse,2023-09-24 20:26:27,2023-11-27 20:26:27,Bob,"Alice, Charlie, David",Active,200789,474942,Client C
P0602,Cloud Migration,2023-03-20 20:26:27,2024-08-01 20:26:27,Eve,"Charlie, David, Bob",Completed,334662,686415,Client C
P0603,Cloud Migration,2024-09-17 20:26:27,2024-10-01 20:26:27,Alice,Eve,Completed,133589,66175,Client A
P0604,Cloud Migration,2023-02-09 20:26:27,2022-10-31 20:26:27,Charlie,"David, Bob",Cancelled,455108,616163,Client D
P0605,IoT Automation,2024-05-16 20:26:27,2024-06-02 20:26:27,Frank,,Pending,828664,632400,Client A
P0606,Blockchain Integration,2022-11-25 20:26:27,2023-07-04 20:26:27,Charlie,Bob,Active,574489,716138,Client A
P0607,App Development,2023-07-18 20:26:27,,,Charlie,Cancelled,633595,545429,Client A
P0608,Cloud Migration,2023-10-07 20:26:27,2024-08-08 20:26:27,Alice,"Charlie, Alice, Bob",Cancelled,785233,765263,Client E
P0609,IoT Automation,2023-10-06 20:26:27,2022-09-04 20:26:27,Charlie,"Eve, Alice",pennding,520577,558868,Client D
P0610,,2023-07-24 20:26:27,2023-01-23 20:26:27,David,Alice,Completed,346546,126176,Client C
P0611,IoT Automation,2022-08-31 20:26:27,2024-04-03 20:26:27,Alice,"David, Frank",Cancelled,988272,,Client B
P0612,,2024-08-03 20:26:27,,David,,Cancelled,442475,499581,Client C
P0613,Data Warehouse,2023-03-13 20:26:27,,Bob,,Completed,583694,525565,Client E
P0614,App Development,2024-06-02 20:26:27,2024-01-23 20:26:27,Charlie,,Cancelled,262759,647006,Client C
P0615,IoT Automation,2023-04-27 20:26:27,,David,"Frank, David, Eve",Pending,,445370,Client D
P0616,IoT Automation,2023-10-11 20:26:27,2024-08-04 20:26:27,,"Bob, David",Cancelled,,,Client C
P0617,App Development,2023-09-09 20:26:27,,Bob,,Active,254853,,Client A
P0618,Data Warehouse,2023-12-04 20:26:27,,Eve,"Bob, Charlie, David",Pending,570726,,Client C
P0619,AI Software,2022-12-25 20:26:27,2022-11-01 20:26:27,Charlie,Alice,Pending,857878,,Client A
P0620,Blockchain Integration,2024-01-09 20:26:27,,Bob,Frank,Pending,,785620,Client A
P0621,IoT Automation,2024-02-08 20:26:27,2024-08-16 20:26:27,Alice,David,Completed,821132,425921,Client B
P0622,Data Warehouse,2024-06-26 20:26:27,2023-03-02 20:26:27,Charlie,Bob,Pending,350876,711714,Client E
P0623,Blockchain Integration,2024-09-24 20:26:27,2022-11-29 20:26:27,Alice,"Alice, Bob, Charlie",Pending,556481,,Client E
P0624,Blockchain Integration,2022-09-28 20:26:27,,Bob,"David, Bob, Alice",Cancelled,775609,245844,Client A
P0625,,2024-04-13 20:26:27,2024-06-04 20:26:27,Alice,Frank,Cancelled,804266,367430,Client B
P0626,AI Software,2023-05-28 20:26:27,,David,"Charlie, Bob",pennding,716217,630172,Client D
P0627,AI Software,2023-05-09 20:26:27,,Eve,Frank,Pending,843556,848021,Client B
P0628,,2023-09-20 20:26:27,,Alice,"Frank, Alice",Pending,596215,649407,Client A
P0629,Cloud Migration,2022-03-30 20:26:27,2024-05-09 20:26:27,David,"Frank, Alice, David",Active,481901,195961,Client C
P0630,App Development,2023-03-25 20:26:27,2023-05-02 20:26:27,Eve,"Alice, Eve",Pending,300790,872046,Client B
P0631,AI Software,2024-06-22 20:26:27,2022-11-03 20:26:27,Bob,,pennding,151288,,Client D
P0632,Cloud Migration,2024-01-26 20:26:27,2023-01-13 20:26:27,Bob,Bob,Active,,173499,Client D
P0633,Cloud Migration,2022-08-19 20:26:27,2024-03-21 20:26:27,Charlie,,pennding,364431,,Client B
P0634,IoT Automation,2024-01-28 20:26:27,,,,Active,951987,144594,Client D
P0635,App Development,2022-10-31 20:26:27,2023-05-07 20:26:27,Frank,Charlie,Completed,790308,194671,Client B
P0636,Blockchain Integration,2023-07-22 20:26:27,2024-06-15 20:26:27,Eve,"Frank, Alice, Bob",Cancelled,921794,453803,Client E
P0637,IoT Automation,2024-03-15 20:26:27,,Charlie,Frank,Active,439297,872144,Client A
P0638,IoT Automation,2023-02-02 20:26:27,,Charlie,Alice,Active,955408,,Client C
P0639,Cloud Migration,2024-01-02 20:26:27,,Bob,Charlie,Pending,841746,885961,Client C
P0640,Cloud Migration,2022-11-10 20:26:27,2023-02-18 20:26:27,Alice,"Bob, Eve, Frank",Completed,430079,628211,Client C
P0641,Cloud Migration,2022-03-27 20:26:27,2024-04-29 20:26:27,Eve,"David, Alice",Pending,888019,146366,Client D
P0642,Blockchain Integration,2023-06-06 20:26:27,,Frank,Charlie,Pending,833851,670988,Client A
P0643,,2024-03-30 20:26:27,2023-02-05 20:26:27,Bob,David,Cancelled,921251,,Client E
P0644,IoT Automation,2024-06-17 20:26:27,2024-08-28 20:26:27,Bob,David,Cancelled,362773,,Client E
P0645,IoT Automation,2024-06-04 20:26:27,2024-07-24 20:26:27,Frank,Alice,Active,610545,682457,Client B
P0646,,2022-05-31 20:26:27,2023-10-09 20:26:27,Alice,"Frank, Eve",Completed,450807,,Client E
P0647,AI Software,2024-08-06 20:26:27,2022-05-18 20:26:27,David,Bob,Cancelled,247158,128064,Client C
P0648,Cloud Migration,2023-07-16 20:26:27,2024-08-18 20:26:27,David,"David, Alice, Bob",Completed,733257,791482,Client B
P0649,,2024-04-27 20:26:27,2023-10-20 20:26:27,Frank,Eve,Completed,391359,,Client A
P0650,Blockchain Integration,2022-04-14 20:26:27,,Eve,"Frank, David, Bob",pennding,855797,434241,Client E
P0651,IoT Automation,2022-10-21 20:26:27,2023-11-07 20:26:27,Alice,"Frank, Charlie, David",Active,140316,188297,Client D
P0652,App Development,2023-07-23 20:26:27,,Alice,,Completed,762215,630441,Client E
P0653,Cloud Migration,2024-07-23 20:26:27,,Charlie,,Pending,-100000,357912,Client A
P0654,AI Software,2022-07-14 20:26:27,,Alice,"David, Eve",Completed,491143,97575,Client D
P0655,,2022-11-22 20:26:27,2024-02-18 20:26:27,Frank,Eve,Active,-100000,867367,Client D
P0656,Blockchain Integration,2022-06-08 20:26:27,2024-06-18 20:26:27,Eve,Bob,Pending,964366,53026,Client D
P0657,AI Software,2023-11-28 20:26:27,2023-01-06 20:26:27,Alice,,Completed,311511,198411,Client C
P0658,Cloud Migration,2022-12-07 20:26:27,,Charlie,Charlie,Completed,448670,435004,Client E
P0659,Blockchain Integration,2023-10-31 20:26:27,2022-08-15 20:26:27,David,,Pending,999441,50063,Client A
P0660,Cloud Migration,2022-10-25 20:26:27,2022-03-01 20:26:27,Alice,,Completed,629511,68939,Client E
P0661,IoT Automation,2024-08-15 20:26:27,2024-04-01 20:26:27,Alice,"Charlie, Bob",Active,509668,102199,Client B
P0662,App Development,2023-04-06 20:26:27,2022-07-13 20:26:27,Eve,Frank,Completed,719171,,Client B
P0663,App Development,2023-04-14 20:26:27,2023-06-03 20:26:27,Frank,,Completed,741963,788330,Client E
P0664,App Development,2023-12-28 20:26:27,2023-05-21 20:26:27,Frank,"David, Charlie, Bob",Completed,907101,479925,Client E
P0665,,2022-04-22 20:26:27,2022-04-06 20:26:27,Charlie,"Alice, Eve, David",Cancelled,939153,105407,Client C
P0666,Cloud Migration,2023-12-18 20:26:27,2022-06-01 20:26:27,Alice,"Alice, Bob",Completed,,271534,Client E
P0667,App Development,2022-06-02 20:26:27,2024-01-18 20:26:27,Eve,"Charlie, Bob",Pending,719682,341971,Client E
P0668,IoT Automation,2024-05-12 20:26:27,,Charlie,Frank,Active,664964,542833,Client D
P0669,App Development,2022-10-23 20:26:27,2022-11-19 20:26:27,Frank,,Cancelled,578608,577537,Client C
P0670,Cloud Migration,2022-10-25 20:26:27,,Bob,David,Pending,,637192,Client C
P0671,App Development,2022-03-16 20:26:27,2023-06-09 20:26:27,Charlie,David,Cancelled,527123,,Client C
P0672,Cloud Migration,2022-11-03 20:26:27,2022-12-27 20:26:27,Bob,,Cancelled,930302,343599,Client A
P0673,,2023-01-06 20:26:27,2024-06-22 20:26:27,Bob,"Bob, Frank, Eve",Cancelled,,,Client B
P0674,IoT Automation,2024-04-25 20:26:27,,Charlie,,Cancelled,537513,,Client C
P0675,Cloud Migration,2022-07-31 20:26:27,2024-05-26 20:26:27,Charlie,Bob,Pending,738331,591809,Client E
P0676,Cloud Migration,2023-10-16 20:26:27,2024-06-01 20:26:27,Eve,"Frank, David",Completed,430489,772308,Client D
P0677,Data Warehouse,2023-05-19 20:26:27,2022-08-15 20:26:27,Charlie,"Bob, Frank, David",Pending,333727,524610,Client B
P0678,Blockchain Integration,2024-03-05 20:26:27,,david,Charlie,Active,414869,192868,Client D
P0679,IoT Automation,2024-06-18 20:26:27,,Frank,"Frank, Bob",Active,993559,126009,Client A
P0680,Data Warehouse,2024-03-29 20:26:27,,Alice,,Pending,,618585,Client D
P0681,App Development,2022-08-01 20:26:27,2024-04-27 20:26:27,Charlie,David,Pending,707716,,Client C
P0682,,2024-05-31 20:26:27,2023-02-16 20:26:27,Bob,"Eve, David, Bob",Completed,378256,56550,Client B
P0683,IoT Automation,2024-02-21 20:26:27,,Bob,"Alice, David",Active,-100000,111779,Client A
P0684,,2022-08-03 20:26:27,2023-12-28 20:26:27,Charlie,,Active,332575,639780,Client D
P0685,Data Warehouse,2023-06-03 20:26:27,2022-04-28 20:26:27,Alice,,Cancelled,-100000,839638,Client E
P0686,Cloud Migration,2024-09-24 20:26:27,2024-08-22 20:26:27,Alice,"David, Frank",Completed,102359,145909,Client E
P0687,AI Software,2023-10-17 20:26:27,2023-10-10 20:26:27,Eve,"David, Eve",Completed,179802,439862,Client A
P0688,,2023-04-02 20:26:27,2022-06-26 20:26:27,,Charlie,Cancelled,386926,690070,Client A
P0689,Data Warehouse,2023-03-14 20:26:27,2023-08-08 20:26:27,Eve,"Bob, Frank",pennding,673094,536352,Client D
P0690,Blockchain Integration,2023-10-09 20:26:27,2024-11-07 20:26:27,Alice,Alice,pennding,117137,164512,Client C
P0691,Data Warehouse,2023-06-30 20:26:27,2023-02-20 20:26:27,,"Frank, Charlie, David",Cancelled,868344,738848,Client A
P0692,Data Warehouse,2022-07-21 20:26:27,2022-09-11 20:26:27,Eve,"David, Charlie",pennding,771109,,Client B
P0693,DATA WAREHOUSE,2023-04-05 20:26:27,2023-09-22 20:26:27,Charlie,"Frank, Eve",pennding,906250,134799,Client C
P0694,App Development,2024-06-10 20:26:27,,Eve,,Cancelled,153682,95738,Client B
P0695,AI Software,2023-02-02 20:26:27,2023-04-03 20:26:27,Charlie,David,Completed,708358,,Client E
P0696,Blockchain Integration,2022-04-29 20:26:27,2022-04-02 20:26:27,Charlie,Bob,Completed,793411,882511,Client E
